province,year,batch_section,batch,subject_group,line_type,lowest_score,source_url
湖南,2026,本科院校,本科,历史类,总分,446,https://jyt.hunan.gov.cn/jyt/sjyt/hnsjyksy/web/ksyzkzx/202606/t20260625_34011553.html
湖南,2026,本科院校,本科,物理类,总分,400,https://jyt.hunan.gov.cn/jyt/sjyt/hnsjyksy/web/ksyzkzx/202606/t20260625_34011553.html
湖南,2026,特殊类型招生,特控线,历史类,总分,494,https://jyt.hunan.gov.cn/jyt/sjyt/hnsjyksy/web/ksyzkzx/202606/t20260625_34011553.html
湖南,2026,特殊类型招生,特控线,物理类,总分,481,https://jyt.hunan.gov.cn/jyt/sjyt/hnsjyksy/web/ksyzkzx/202606/t20260625_34011553.html
湖南,2026,专科院校,专科,历史类,总分,200,https://jyt.hunan.gov.cn/jyt/sjyt/hnsjyksy/web/ksyzkzx/202606/t20260625_34011553.html
湖南,2026,专科院校,专科,物理类,总分,200,https://jyt.hunan.gov.cn/jyt/sjyt/hnsjyksy/web/ksyzkzx/202606/t20260625_34011553.html
湖南,2026,本科院校,本科,体育类(历史),专业省统考,257,https://jyt.hunan.gov.cn/jyt/sjyt/hnsjyksy/web/ksyzkzx/202606/t20260625_34011553.html
湖南,2026,本科院校,本科,体育类(物理),专业省统考,257,https://jyt.hunan.gov.cn/jyt/sjyt/hnsjyksy/web/ksyzkzx/202606/t20260625_34011553.html
湖南,2026,本科院校,本科,音乐类,专业省统考,209,https://jyt.hunan.gov.cn/jyt/sjyt/hnsjyksy/web/ksyzkzx/202606/t20260625_34011553.html
湖南,2026,本科院校,本科,舞蹈类,专业省统考,174,https://jyt.hunan.gov.cn/jyt/sjyt/hnsjyksy/web/ksyzkzx/202606/t20260625_34011553.html
湖南,2026,本科院校,本科,播音与主持类,专业省统考,189,https://jyt.hunan.gov.cn/jyt/sjyt/hnsjyksy/web/ksyzkzx/202606/t20260625_34011553.html
湖南,2026,本科院校,本科,美术与设计类,专业省统考,197,https://jyt.hunan.gov.cn/jyt/sjyt/hnsjyksy/web/ksyzkzx/202606/t20260625_34011553.html
湖南,2026,本科院校,本科,书法类,专业省统考,222,https://jyt.hunan.gov.cn/jyt/sjyt/hnsjyksy/web/ksyzkzx/202606/t20260625_34011553.html
湖南,2026,本科院校,本科,表(导)演类(服装表演),专业省统考,221,https://jyt.hunan.gov.cn/jyt/sjyt/hnsjyksy/web/ksyzkzx/202606/t20260625_34011553.html
湖南,2026,本科院校,本科,表(导)演类(戏剧表演),专业省统考,231,https://jyt.hunan.gov.cn/jyt/sjyt/hnsjyksy/web/ksyzkzx/202606/t20260625_34011553.html
湖南,2026,本科院校,本科,表(导)演类(戏剧影视导演),专业省统考,233,https://jyt.hunan.gov.cn/jyt/sjyt/hnsjyksy/web/ksyzkzx/202606/t20260625_34011553.html
湖南,2026,专科院校,专科,艺术类,专业省统考,155,https://jyt.hunan.gov.cn/jyt/sjyt/hnsjyksy/web/ksyzkzx/202606/t20260625_34011553.html
湖南,2026,专科院校,专科,体育类,专业省统考,155,https://jyt.hunan.gov.cn/jyt/sjyt/hnsjyksy/web/ksyzkzx/202606/t20260625_34011553.html
甘肃,2026,本科院校,本科,物理类,总分,367,https://www.ganseea.cn/shouyegonggao/1904.html
甘肃,2026,特殊类型招生,特控线,物理类,总分,477,https://www.ganseea.cn/shouyegonggao/1904.html
甘肃,2026,专科院校,专科,物理类,总分,180,https://www.ganseea.cn/shouyegonggao/1904.html
甘肃,2026,本科院校,本科,历史类,总分,405,https://www.ganseea.cn/shouyegonggao/1904.html
甘肃,2026,特殊类型招生,特控线,历史类,总分,508,https://www.ganseea.cn/shouyegonggao/1904.html
甘肃,2026,专科院校,专科,历史类,总分,160,https://www.ganseea.cn/shouyegonggao/1904.html
福建,2026,本科院校,本科,物理类,总分,446,http://www.eeafj.cn/gkptgkgsgg/20260624/14697.html
福建,2026,专科院校,专科,物理类,总分,239,http://www.eeafj.cn/gkptgkgsgg/20260624/14697.html
福建,2026,特殊类型招生,提前,物理类,总分,528,http://www.eeafj.cn/gkptgkgsgg/20260624/14697.html
福建,2026,本科院校,本科,历史类,总分,458,http://www.eeafj.cn/gkptgkgsgg/20260624/14697.html
福建,2026,专科院校,专科,历史类,总分,239,http://www.eeafj.cn/gkptgkgsgg/20260624/14697.html
福建,2026,特殊类型招生,提前,历史类,总分,533,http://www.eeafj.cn/gkptgkgsgg/20260624/14697.html
辽宁,2026,特殊类型招生,特控线,历史类,总分,527,https://www.lnzsks.com/newsinfo/IMS_20260624_46115_UJql15dfN3.htm
辽宁,2026,本科院校,本科,历史类,总分,442,https://www.lnzsks.com/newsinfo/IMS_20260624_46115_UJql15dfN3.htm
辽宁,2026,专科院校,专科,历史类,总分,150,https://www.lnzsks.com/newsinfo/IMS_20260624_46115_UJql15dfN3.htm
辽宁,2026,特殊类型招生,特控线,物理类,总分,508,https://www.lnzsks.com/newsinfo/IMS_20260624_46115_UJql15dfN3.htm
辽宁,2026,本科院校,本科,物理类,总分,344,https://www.lnzsks.com/newsinfo/IMS_20260624_46115_UJql15dfN3.htm
辽宁,2026,专科院校,专科,物理类,总分,150,https://www.lnzsks.com/newsinfo/IMS_20260624_46115_UJql15dfN3.htm
辽宁,2026,本科院校,本科,艺术类(历史),文化课总分,331,https://www.lnzsks.com/newsinfo/IMS_20260624_46115_UJql15dfN3.htm
辽宁,2026,本科院校,本科,艺术类(物理),文化课总分,258,https://www.lnzsks.com/newsinfo/IMS_20260624_46115_UJql15dfN3.htm
辽宁,2026,本专科,本专科,体育类(历史),文化课总分,150,https://www.lnzsks.com/newsinfo/IMS_20260624_46115_UJql15dfN3.htm
辽宁,2026,本专科,本专科,体育类(物理),文化课总分,150,https://www.lnzsks.com/newsinfo/IMS_20260624_46115_UJql15dfN3.htm
重庆,2026,普通类,本科批,历史类,总分,415,https://www.cqksy.cn/h5/article/2026-06/24/content_7003.html
重庆,2026,普通类,本科批,物理类,总分,406,https://www.cqksy.cn/h5/article/2026-06/24/content_7003.html
重庆,2026,艺术类,本科批,美术与设计类,专业分数线,185,https://www.cqksy.cn/h5/article/2026-06/24/content_7003.html
重庆,2026,艺术类,专科批,音乐类,文化分数线,330,https://www.cqksy.cn/h5/article/2026-06/24/content_7003.html
重庆,2026,艺术类,本科批,音乐类,专业分数线,190,https://www.cqksy.cn/h5/article/2026-06/24/content_7003.html
重庆,2026,艺术类,本科批,舞蹈类,专业分数线,190,https://www.cqksy.cn/h5/article/2026-06/24/content_7003.html
重庆,2026,艺术类,专科批,表（导）演类,文化分数线,345,https://www.cqksy.cn/h5/article/2026-06/24/content_7003.html
重庆,2026,艺术类,本科批,表（导）演类,专业分数线,180,https://www.cqksy.cn/h5/article/2026-06/24/content_7003.html
重庆,2026,艺术类,本科批,播音与主持类,专业分数线,195,https://www.cqksy.cn/h5/article/2026-06/24/content_7003.html
重庆,2026,艺术类,本科批,书法类,专业分数线,210,https://www.cqksy.cn/h5/article/2026-06/24/content_7003.html
重庆,2026,体育类,本科批,体育类,专业分数线,73,https://www.cqksy.cn/h5/article/2026-06/24/content_7003.html
陕西,2026,本科批次,本科,历史类,总分,385,https://www.sneac.com/info/1019/18765.htm
陕西,2026,本科批次,本科,物理类,总分,376,https://www.sneac.com/info/1019/18765.htm
陕西,2026,特殊类型,特控线,历史类,总分,462,https://www.sneac.com/info/1019/18765.htm
陕西,2026,特殊类型,特控线,物理类,总分,451,https://www.sneac.com/info/1019/18765.htm
陕西,2026,高职（专科）,专科,历史类,总分,200,https://www.sneac.com/info/1019/18765.htm
陕西,2026,高职（专科）,专科,物理类,总分,200,https://www.sneac.com/info/1019/18765.htm
